LINK ID,avg_congestion_score,max_volume,total_volume
1018385,0.684821702,2178,35797
1065287,0.684786415,476,7823
1018152,0.684751289,1099,18061
1036909,0.684737454,1003,16483
1038354,0.68471574,4714,77466
8119310,0.684639465,772,12685
8571580,0.684578252,656,10778
1014150,0.68454072,2112,34698
1037257,0.684514224,1242,20404
8102805,0.684458285,1726,28353
8902553,0.684423937,2086,34265
8902893,0.684395477,1577,25903
1065057,0.68433584,665,10922
8902782,0.684284321,1367,22450
1065921,0.684249409,1128,18524
1017847,0.684232026,2346,38525
1017462,0.684212407,1166,19147
8909358,0.684208959,1399,22973
1018370,0.684204932,1176,19311
1038501,0.684166011,6355,104349
8903196,0.684116184,1139,18701
1037013,0.684088428,1832,30078
1088901,0.684064136,764,12543
1036092,0.68399097,5943,97559
1095274,0.683971774,496,8142
1090710,0.683964646,330,5417
1016646,0.683947602,2252,36966
8901799,0.683872089,959,15740
1036639,0.683845497,781,12818
8893019,0.683763587,368,6039
1036756,0.683754934,2787,45735
8905026,0.683729261,3536,58024
1090609,0.683713982,2036,33409
8901556,0.683692251,1811,29716
1065530,0.683651364,1808,29665
1014278,0.683632455,1783,29254
1092227,0.683625337,1113,18261
1065551,0.683625091,914,14996
8901660,0.68358396,1330,21820
1036409,0.683552131,876,14371
1064949,0.683503066,1522,24967
1016741,0.683469331,4228,69353
1064418,0.683435852,569,9333
1018407,0.683416667,2000,32804
1088954,0.683351178,467,7659
1063424,0.683317551,528,8659
1036323,0.683220592,5248,86053
1065319,0.683201058,1071,17561
7107062,0.683158421,667,10936
1017584,0.683151383,1145,18773
8102584,0.683066701,5907,96837
1036115,0.683051567,2159,35393
8571806,0.682998971,972,15933
8104376,0.682991048,2532,41504
1017163,0.682974762,2417,39618
1036490,0.682873851,1995,32696
1018611,0.682862191,283,4638
1090693,0.682856037,646,10587
8106581,0.682834442,451,7391
8901628,0.682813319,1907,31251
1065971,0.682761984,598,9799
8905976,0.682759801,1947,31904
8902372,0.68274476,1161,19024
1065769,0.682738095,350,5735
1017688,0.682731608,734,12027
1065090,0.682637706,587,9617
8902354,0.682637363,2275,37272
1038572,0.682616376,802,13139
1017759,0.682586796,1853,30356
1036151,0.682568438,2070,33910
1016642,0.682532622,281,4603
1092276,0.682490547,6259,102521
8901819,0.682384207,2195,35948
8898477,0.682363014,438,7173
1036213,0.682348421,3579,58611
1037213,0.68234662,853,13969
8102792,0.68231441,3435,56250
1036814,0.682282107,5993,98134
8905554,0.682246489,3228,52855
8901961,0.68219076,1342,21972
1016736,0.682168459,930,15226
1093968,0.682165109,1605,26277
1094562,0.682150901,296,4846
1097533,0.682134399,563,9217
1035709,0.68211906,1901,31121
1036755,0.682097839,3332,54546
5104337,0.682031527,941,15403
1018588,0.681968733,1887,30885
1017414,0.681919024,1202,19672
1063476,0.68191207,6092,99701
1038100,0.681869882,1099,17985
8102697,0.681837498,1961,32090
1036154,0.681818182,451,7380
7107599,0.681807832,1098,17967
8121810,0.681769148,1854,30336
1017955,0.681757783,878,14366
8902147,0.681756757,1480,24216
1097433,0.681715807,1628,26636
8897145,0.681699889,1505,24623
1036047,0.681663575,1617,26454
1036202,0.681660354,1848,30233
1018195,0.681628275,738,12073
1065574,0.681625484,688,11255
1090573,0.681623932,858,14036
1036680,0.681595891,3391,55471
1064550,0.68159204,670,10960
1036739,0.681588968,3239,52984
8901864,0.681565323,1513,24749
1064878,0.681558185,845,13822
1036794,0.681519526,1801,29458
1088895,0.681513799,1232,20151
1090703,0.681499356,1295,21181
8902138,0.681496501,1048,17141
1036649,0.681427059,1259,20590
1035586,0.681332237,1216,19884
1065843,0.681323283,796,13016
8898124,0.681294326,846,13833
1017389,0.681216637,2248,36753
8102204,0.681212798,1120,18311
1065914,0.681188925,307,5019
1035797,0.681185808,1785,29182
8903091,0.681149231,2667,43599
8102573,0.681129477,1815,29670
1065787,0.680982086,521,8515
1037264,0.680910752,1916,31311
8903327,0.680897994,1379,22535
1017401,0.680839727,1955,31945
8902940,0.68083872,2011,32860
8104289,0.680809002,822,13431
1085206,0.680752643,1198,19573
1017799,0.680751174,1136,18560
1036053,0.680739109,1362,22252
1016854,0.680683564,434,7090
1014164,0.680655476,1251,20436
1065801,0.680650199,587,9589
1016860,0.680559864,3224,52659
1065628,0.680501931,518,8460
8893974,0.680501429,1283,20954
1017244,0.680483029,383,6255
1036316,0.680469689,1941,31699
1036122,0.680455635,1112,18160
8902786,0.680336833,762,12442
1065543,0.680336121,1076,17569
1085239,0.680331024,433,7070
1091558,0.680262232,1894,30922
8104335,0.680220884,1743,28455
1065897,0.680219146,289,4718
1097337,0.680183057,1566,25564
1017135,0.680178482,1989,32469
1088905,0.68014158,1342,21906
1064445,0.680139721,835,13630
1090721,0.680091614,2365,38602
1096701,0.680061641,703,11474
1017336,0.67994915,1901,31022
1036620,0.679946979,1666,27187
8903036,0.679938008,2339,38169
1065391,0.679924242,484,7898
1093358,0.679888126,1311,21392
1013710,0.679882812,640,10443
1035907,0.67985133,1065,17377
1036331,0.67984558,1252,20428
1065216,0.679843305,351,5727
1090725,0.679815334,1426,23266
1037101,0.67979408,1295,21128
1065780,0.679765737,932,15205
8901952,0.679640997,1792,29230
1017871,0.679619226,801,13065
1018226,0.679618389,3542,57773
1036087,0.679618056,1200,19573
8104345,0.679589708,719,11727
1088888,0.679571304,1143,18642
8901451,0.679565603,940,15331
8901879,0.679529953,2248,36662
1036065,0.679495472,1546,25212
8901558,0.679449649,427,6963
1094929,0.679422515,1140,18589
2099778,0.679398148,1008,16436
8902774,0.679392911,884,14414
8897098,0.679326656,599,9766
1017940,0.679300535,996,16238
1013773,0.679291133,703,11461
1092308,0.679279618,664,10825
8905582,0.679253867,2198,35832
7108797,0.679226919,6293,102585
1065451,0.679201486,359,5852
1037239,0.679197865,2404,39187
8902268,0.679193206,1570,25592
1018039,0.679180887,586,9552
1035554,0.679137664,1724,28100
1014376,0.67913072,5332,86907
1037237,0.679125721,2137,34831
1092307,0.679113656,3930,64054
1036636,0.679106171,1102,17961
1064589,0.679083095,349,5688
1017418,0.67903359,1816,29595
1036890,0.679017727,1147,18692
8118910,0.679016466,749,12206
1064379,0.67899274,551,8979
1035972,0.678976069,1574,25649
1064624,0.678954176,451,7349
1036129,0.678953627,841,13704
1095745,0.678926206,1057,17223
1036001,0.678919776,1367,22274
1036817,0.678917941,2027,33028
8102821,0.67881331,1132,18442
1035619,0.67862166,2370,38600
1018400,0.678597019,1163,18941
1065982,0.678591709,587,9560
8903050,0.678580482,2630,42832
8902898,0.678565358,1961,31936
1013692,0.678538175,716,11660
1036613,0.678531702,899,14640
1036392,0.678531547,1194,19444
1014157,0.67852364,1121,18255
1017369,0.67851745,1213,19753
1094831,0.678462411,1911,31117
1096650,0.678421393,2063,33590
1036315,0.678412132,1121,18252
1016657,0.678382464,441,7180
7108802,0.678362002,2558,41646
1017065,0.678336326,557,9068
1036372,0.678261568,1556,25329
1036665,0.678250849,2061,33549
1018002,0.67824932,1349,21959
1035508,0.678242594,1249,20331
1064714,0.678204572,1152,18751
1036634,0.678195938,1395,22706
8898122,0.678166803,1221,19873
1036905,0.678117612,1128,18358
1017947,0.678061505,1821,29634
1035798,0.678041119,1751,28494
5103472,0.678033088,1360,22131
1064549,0.678030303,726,11814
8899659,0.678025035,719,11700
8901774,0.677991847,2167,35261
1036583,0.677983539,1377,22406
8102795,0.677976043,4049,65883
1038293,0.677967405,542,8819
1017627,0.677924791,1077,17523
8902957,0.677918632,1696,27594
8902899,0.677877429,892,14512
8899648,0.677812376,1686,27427
1037049,0.677785581,712,11582
1018194,0.677757048,804,13078
8903204,0.677746741,895,14558
1036522,0.677742616,553,8995
1091641,0.67773181,1269,20641
8893028,0.677684904,1316,21404
1036891,0.677651411,3649,59346
1085242,0.67764993,1195,19435
7107057,0.677643369,2232,36300
1088833,0.67761687,1640,26671
8902563,0.677587564,847,13774
1037311,0.677559364,1488,24197
1064411,0.677556818,1144,18603
1018541,0.677485138,2411,39202
8572048,0.677391215,812,13201
1018641,0.677355188,1571,25539
8903295,0.677341084,4688,76209
8901459,0.677329138,1907,31000
8902360,0.677271209,499,8111
8906913,0.677210801,2043,33205
8904494,0.677192218,574,9329
1065745,0.67717267,1166,18950
1036006,0.67716107,1072,17422
1018122,0.677149401,473,7687
8902916,0.677118525,1184,19241
5103470,0.677064497,1659,26958
1065776,0.677048726,602,9782
1065288,0.67703373,840,13649
5101870,0.677027883,1315,21367
1094363,0.677022771,688,11179
1065002,0.676961927,858,13940
1064450,0.676955633,1713,27831
1036922,0.676955633,571,9277
1036165,0.676915997,996,16181
1016969,0.676905159,2397,38941
1065493,0.676887715,852,13841
5103277,0.676886792,636,10332
1017583,0.676862828,1181,19185
8906254,0.676845114,962,15627
8902547,0.676807176,1886,30635
1065771,0.676752922,1198,19458
1038387,0.676556361,8144,132237
8102818,0.676550057,586,9515
1036039,0.676485869,802,13021
1037122,0.67645293,1388,22534
1017725,0.676392573,1508,24480
1089633,0.676343513,1408,22855
1018308,0.676318425,2996,48630
8896090,0.676270995,8117,131743
1065358,0.676269001,1228,19931
8901671,0.676244407,2980,48365
1097829,0.676210428,537,8715
1089597,0.676182033,705,11441
1085212,0.676160338,869,14102
1035546,0.676125972,1458,23659
5103291,0.676115242,269,4365
1065529,0.676108707,1849,30003
1065978,0.676104586,596,9671
8902609,0.676055334,1753,28443
8902356,0.676018519,2250,36505
1036686,0.675985313,1793,29089
1064782,0.675903775,627,10171
1018259,0.675898204,334,5418
1036479,0.6758759,5090,82565
1035512,0.675849694,1579,25612
1090165,0.675836895,936,15182
8902915,0.67581826,1548,25108
1065935,0.675759181,472,7655
8102748,0.675746817,2042,33117
8909681,0.675717439,1510,24488
1036596,0.675651534,793,12859
1064414,0.675608544,1342,21760
8902320,0.675607639,2400,38915
8104346,0.675588735,1373,22262
1092303,0.675469484,1278,20718
5104319,0.675391389,1533,24849
1036865,0.675327494,2112,34231
8895585,0.675326648,1097,17780
8902370,0.6752969,1656,26839
1065610,0.675295858,507,8217
1065605,0.675293967,652,10567
1035521,0.675191002,2356,38178
8909949,0.675168011,1240,20093
1017888,0.675157978,1477,23933
1036391,0.675142755,1401,22701
1018192,0.67512599,463,7502
1064601,0.675076453,545,8830
8903008,0.675050703,2301,37279
1065471,0.675044883,1114,18048
1085200,0.675,700,11340
8905605,0.674978242,1915,31022
1036955,0.674967192,1270,20573
1036056,0.674945415,1374,22257
1095260,0.674907472,1441,23341
1065528,0.674875312,401,6495
1036674,0.674838188,1030,16682
8901663,0.674832962,449,7272
1064375,0.674806202,1075,17410
1017610,0.674756828,1782,28858
1088921,0.674739583,1120,18137
1091604,0.674656833,1627,26344
1064804,0.674579624,337,5456
8902000,0.6745338,1144,18520
1065742,0.674509331,1036,16771
1090670,0.674493813,889,14391
1090163,0.674483529,1194,19328
1095235,0.674481144,1317,21319
1095300,0.674384027,1177,19050
1015107,0.674379006,4992,80796
8901600,0.674291353,1858,30068
8901702,0.674252137,2340,37866
1017424,0.674250535,467,7557
8902933,0.674235744,1134,18350
1016651,0.674145299,663,10727
1065919,0.674112357,1427,23087
1017973,0.673961364,2062,33353
1085526,0.673953028,589,9527
8107136,0.673938135,1444,23356
8902939,0.673931997,1147,18552
1091570,0.673877772,1849,29904
1036471,0.673856302,5268,85197
1018011,0.673844538,238,3849
1090216,0.673828125,320,5175
1064473,0.67369828,717,11593
1064869,0.673630986,1747,28244
8902184,0.673584299,2590,41870
1064961,0.673582766,735,11882
1036584,0.673534154,5685,91897
1065770,0.673534073,1262,20400
8107224,0.673526423,2952,47718
8902891,0.673524522,1203,19446
8102540,0.673520562,997,16116
1096635,0.67347448,1169,18895
1038093,0.673458299,6135,99160
8902955,0.673444509,1709,27622
8892054,0.673398058,2575,41616
8898398,0.673288509,409,6609
1017812,0.673266882,928,14995
8901640,0.673183653,991,16011
8901841,0.673128342,2057,33231
1036888,0.673097535,311,5024
8902247,0.673079694,2313,37364
1065248,0.673057769,502,8109
1016731,0.673019628,951,15361
1065882,0.672979798,495,7995
1065959,0.672916667,420,6783
1036399,0.672735393,1586,25607
1013921,0.672675522,1054,17016
8891151,0.672661871,1668,26928
1036703,0.672645909,1108,17887
8104366,0.672636103,1047,16902
1018609,0.672634271,782,12624
1065531,0.672628108,657,10606
1090576,0.672593646,703,11348
8102798,0.672565466,1222,19725
1064494,0.672564688,438,7070
1094444,0.67255212,1423,22969
1016618,0.672477745,1011,16317
1097016,0.672424242,275,4438
1036637,0.672413793,667,10764
1017995,0.672388498,568,9166
1064867,0.672370179,1746,28175
8897122,0.672362278,1785,28804
8901789,0.672346342,1768,28529
1036781,0.672322775,1547,24962
8902936,0.672304223,1626,26236
1037084,0.672281324,846,13650
1089171,0.672264128,1392,22459
1097018,0.672215243,398,6421
8901842,0.672164895,1599,25795
1018631,0.672146402,806,13002
1014283,0.672138047,396,6388
1064700,0.672061012,896,14452
1018354,0.672026941,4182,67450
8124710,0.672009272,1474,23773
1036887,0.671968269,1061,17111
1016589,0.671939917,1043,16820
1065155,0.671884058,575,9272
1097536,0.67184265,483,7788
8901802,0.671824368,1543,24879
8901609,0.6718107,2025,32650
1036045,0.67177795,644,10383
1036141,0.671728188,1490,24021
8902063,0.671718687,833,13429
1094352,0.67170047,1134,18281
8902712,0.671680186,2219,35771
8896787,0.671575342,365,5883
1096909,0.671567193,1709,27545
8895160,0.671541303,7445,119991
1035617,0.671530628,2193,35344
8902560,0.671517928,1692,27269
1064686,0.671483352,1782,28718
8902966,0.671443737,1570,25300
8902577,0.671421421,666,10732
1036359,0.671418129,1140,18370
1017353,0.671407379,1292,20819
1092259,0.671388637,1103,17773
1063430,0.671339972,954,15371
1017421,0.671268867,2363,38069
1037056,0.671228853,2128,34281
1036263,0.671184739,996,16044
8240500,0.671179884,517,8328
8897259,0.671174295,1442,23228
1017896,0.671130952,2044,32923
8101610,0.671123251,5217,84030
1065596,0.671115674,974,15688
8102772,0.671083767,4226,68064
5104311,0.671066253,483,7779
1088904,0.671064441,1857,29908
1088911,0.671034387,1202,19358
8905587,0.671023447,1578,25413
8902232,0.670947902,691,11127
8102687,0.670932191,2276,36649
8902248,0.670926094,2201,35441
1064902,0.670921986,470,7568
5101872,0.670888158,760,12237
8570445,0.670830029,1261,20302
8901921,0.670820871,2006,32296
1018230,0.670750349,1908,30715
1014030,0.670749513,1541,24807
1064432,0.670738204,1095,17627
1064579,0.670702931,671,10801
1036728,0.670692432,1242,19992
8901677,0.670671438,2445,39355
8903191,0.670670148,1915,30824
1017640,0.670628834,5542,89199
8910470,0.670623647,1232,19829
8903221,0.670616003,1783,28697
1035910,0.670580964,809,13020
8102677,0.670515216,1873,30141
1035948,0.6704691,1041,16751
1091590,0.670438779,1922,30926
1017810,0.670427553,1263,20322
1065947,0.670419847,655,10539
1064439,0.670401855,647,10410
8100774,0.670375865,1348,21688
1036465,0.67037037,900,14480
8901574,0.67036385,2130,34269
8903010,0.670356772,2247,36151
8104352,0.67029714,746,12001
8901723,0.670286358,518,8333
1035517,0.67024816,2129,34247
8909354,0.670230263,456,7335
1065157,0.670202164,1756,28245
1035993,0.670172202,1355,21794
8905557,0.670144331,2552,41045
8902691,0.670096477,1883,30283
8903075,0.670028818,347,5580
1035516,0.66996285,2288,36789
1065880,0.669942108,547,8795
1018657,0.669938918,764,12284
1036595,0.66991218,873,14036
8123400,0.66987782,532,8553
1036819,0.669849353,1571,25256
1036370,0.669827586,1885,30303
1036260,0.669812327,1563,25126
8897516,0.669742063,420,6751
1036895,0.669714817,1613,25926
1065514,0.669692068,1391,22357
1065419,0.669677734,512,8229
7107059,0.669656436,2411,38749
1065399,0.669652778,600,9643
1017538,0.669626313,3238,52038
8904498,0.669605809,482,7746
8122400,0.669590321,2266,36415
1064463,0.66957672,315,5062
1065972,0.669560185,360,5785
1064409,0.669541667,1000,16069
1064728,0.669516699,1038,16679
1091572,0.669364786,1081,17366
1017514,0.669351951,1862,29912
8241900,0.669337607,546,8771
8901740,0.66930913,2176,34954
8104332,0.669259103,3552,57053
8909977,0.669258373,627,10071
8102828,0.669186465,1389,22308
1092262,0.669159984,1621,26033
8907127,0.669135614,1637,26289
1036403,0.669130736,5056,81195
1036023,0.669058248,784,12589
1085232,0.669043093,263,4223
1085378,0.668987681,1867,29976
8901610,0.668935053,2094,33618
1065049,0.668932749,570,9151
1016758,0.668929812,1344,21577
8104331,0.668927143,1917,30776
7107170,0.668891699,1779,28559
8902358,0.668852384,1811,29071
5103247,0.668847439,898,14415
1064646,0.66877193,475,7624
1065842,0.668746077,1062,17045
1037050,0.668664004,751,12052
1036832,0.668657286,1528,24521
8571949,0.668609944,2380,38191
1091616,0.668608124,1674,26862
1018580,0.668554619,949,15227
8102799,0.668543875,1132,18163
1065229,0.668542337,933,14970
8909480,0.668529161,783,12563
8905031,0.668468618,1503,24113
1018411,0.6684514,607,9738
1065572,0.668447026,1334,21401
1065550,0.668429567,2009,32229
8893037,0.668416031,1572,25218
1036745,0.668400069,1923,30848
1065382,0.668395574,482,7732
1097837,0.668360434,492,7892
8902735,0.668355325,3183,51057
8102551,0.668342511,4177,67000
1037126,0.668303571,280,4491
8901821,0.668293018,1819,29175
8897095,0.668266496,1172,18797
1092206,0.668253827,2809,45051
8902361,0.668247126,580,9302
8904482,0.668229167,1520,24377
8901788,0.668182319,1512,24247
8901509,0.668106704,1765,28301
8102433,0.668083573,1735,27819
1017630,0.668046358,906,14526
1018157,0.668023256,1075,17235
8902257,0.668004996,1401,22461
7105290,0.667963684,514,8240
1085246,0.66792358,663,10628
1017607,0.667911687,1004,16094
1093371,0.667908762,369,5915
1036111,0.667839563,2167,34733
8901826,0.667824074,972,15579
1065364,0.667814266,472,7565
1036211,0.667795011,2031,32551
1085219,0.667746368,849,13606
8901662,0.667698471,1373,22002
8102578,0.667695897,2429,38924
8907796,0.667572464,828,13266
1018000,0.667558183,888,14227
7107035,0.6675155,2258,36174
1036432,0.667497855,1554,24895
1088941,0.667490584,1062,17013
1089607,0.667473769,413,6616
1036209,0.667462845,2041,32695
8897961,0.66745283,742,11886
1036660,0.667391441,5289,84716
1017493,0.667383394,3023,48420
1092221,0.667363434,1495,23945
1017008,0.667362624,1377,22055
1088900,0.667351598,730,11692
1065962,0.667342525,1233,19748
1016612,0.66733871,992,15888
1018330,0.667231638,590,9448
1017002,0.667211329,459,7350
8102823,0.66715073,1119,17917
1017347,0.667141771,877,14042
8903267,0.667091837,784,12552
1037052,0.667085303,1692,27089
1035953,0.667076503,1220,19532
8102550,0.66704393,1988,31826
1035628,0.667006341,368,5891
1090701,0.666993037,766,12262
1085414,0.666922814,488,7811
8902901,0.666910173,1540,24649
7107063,0.666896446,544,8707
8897501,0.666893733,1101,17622
1065965,0.666875522,399,6386
1017685,0.666850707,1132,18117
8901674,0.666833612,2995,47932
8100835,0.666815876,2234,35752
7109328,0.666808128,6480,103702
1085214,0.666784536,1414,22628
1018004,0.666751286,2462,39397
1017952,0.666740153,567,9073
1018433,0.666706236,1053,16849
7107174,0.666666667,1814,29024
8902932,0.666666667,1093,17488
8903169,0.666666667,819,13104
1014049,0.666666667,1053,16848
8901798,0.666634266,1286,20575
8902937,0.666587226,1049,16782
1018163,0.666564292,814,13022
8893005,0.666538855,326,5215
1089178,0.666524943,1764,28218
1096630,0.666523553,2038,32601
8909484,0.666495902,488,7806
8902911,0.666479485,1113,17803
1064882,0.666446208,567,9069
8902315,0.666315485,2017,32255
1036468,0.666299559,454,7260
8123110,0.666244939,494,7899
1035959,0.666221374,655,10473
1017089,0.666174203,1946,31113
1018599,0.666161276,1484,23726
8102747,0.666137326,1653,26427
1037066,0.666052495,1289,20605
1095258,0.666029786,1701,27190
1017814,0.66601153,954,15249
8102842,0.666005028,2519,40264
8904500,0.665939681,2006,32061
1037238,0.665920754,2793,44638
1085203,0.665918936,1616,25827
7107005,0.665915916,5994,95796
1064422,0.665900735,544,8694
1065277,0.665896488,541,8646
8896765,0.66589104,1343,21463
8908393,0.665854019,564,9013
1018038,0.665825688,2180,34836
1017411,0.665803748,1014,16203
1036431,0.66579087,1570,25087
8891153,0.665739195,1797,28712
1036397,0.665732246,981,15674
1014398,0.665672265,6788,108446
7107165,0.665667333,1501,23980
1064979,0.665647482,695,11103
8902867,0.665646478,1552,24794
8901603,0.665643474,733,11710
1037317,0.665640097,690,11023
8104320,0.665622389,399,6374
7107086,0.665580569,422,6741
1088853,0.665571243,1027,16405
1018351,0.66557117,1103,17619
1065779,0.665511399,541,8641
1064710,0.665470494,418,6676
1090124,0.665352853,666,10635
8242000,0.665326902,622,9932
1036570,0.665305152,1928,30785
7105260,0.665294925,2187,34920
1017109,0.665293795,1214,19384
1038296,0.66528021,571,9117
1036937,0.665258007,1124,17946
5103292,0.665240811,263,4199
1017687,0.665176076,1789,28560
1035547,0.665088331,6019,96076
8571941,0.665087957,2217,35388
8901912,0.665086207,1740,27774
8903004,0.66508406,1606,25635
1017376,0.665065935,4373,69800
1036713,0.665054745,1370,21867
1088936,0.665054563,1344,21452
1036871,0.665022762,659,10518
8902938,0.66498779,1092,17428
8902594,0.664933333,625,9974
1037323,0.664915753,1642,26203
8104330,0.664901524,3588,57256
1036519,0.664855072,1058,16882
1065592,0.664838337,1299,20727
1088951,0.664813024,1034,16498
8570454,0.664783427,2301,36712
8905032,0.664764079,2847,45422
1037260,0.664745146,412,6573
1017874,0.664690605,2214,35319
1065606,0.664634146,492,7848
1035708,0.664632435,1188,18950
1065792,0.664621272,1263,20146
1036226,0.664591978,723,11532
1036276,0.664570587,1471,23462
1064525,0.664489224,1129,18005
1064678,0.664477493,2303,36727
1036552,0.664454277,452,7208
1016880,0.664385358,1589,25337
8895584,0.664368505,417,6649
8901728,0.664355628,613,9774
1065268,0.664334182,786,12532
1017573,0.664297527,6349,101223
1065820,0.664195867,371,5914
1037186,0.664182939,1946,31020
1036268,0.664182232,1392,22189
1036425,0.664143114,1486,23686
1085374,0.664132721,1743,27782
8893027,0.664131393,378,6025
8901535,0.664099526,1899,30267
5103272,0.66409465,648,10328
1036716,0.664066667,5625,89649
8899365,0.664027686,4563,72719
1090611,0.663975904,2075,33066
8104364,0.663923182,972,15488
1092265,0.663887319,3538,56372
1018582,0.663883875,554,8827
1091643,0.663834485,1736,27658
8107176,0.663816231,1988,31672
1017209,0.6637634,1306,20805
8902314,0.663761883,2209,35190
1016640,0.663672655,334,5320
1018205,0.663641364,303,4826
8908039,0.663620638,1108,17647
1017107,0.663619238,1504,23954
1017585,0.663583815,865,13776
1036786,0.663568773,1883,29988
1016719,0.663558664,1287,20496
8901924,0.663491493,1391,22150
1091618,0.663402249,919,14632
1017724,0.663400901,740,11782
1064857,0.663386783,686,10922
8901747,0.663376547,1697,27018
1018334,0.663370998,531,8454
1088889,0.663258894,1724,27443
1065225,0.663254756,403,6415
1095760,0.663251366,732,11652
8571972,0.663238141,1033,16443
1088845,0.663175047,895,14245
1065505,0.663165092,2011,32007
1063447,0.663053613,715,11378
8102703,0.663034188,1365,21721
1013678,0.663023317,629,10009
1015108,0.663012929,1779,28308
1036644,0.662983824,1731,27543
1065029,0.662974684,395,6285
1037195,0.662925469,2272,36148
1036005,0.662913293,988,15719
1036525,0.662854031,1071,17038
8902917,0.662851139,1507,23974
8901919,0.662827462,1476,23480
1065174,0.662825059,705,11215
8902497,0.662797035,1529,24322
1014484,0.662763253,459,7301
1018131,0.662713675,1560,24812
1017437,0.66270515,1178,18736
8902084,0.662693683,839,13344
1036958,0.66269018,1205,19165
8571848,0.662665275,479,7618
1036285,0.662652197,1889,30042
1089210,0.66259058,460,7315
8901900,0.662585491,4094,65103
8894650,0.662558685,355,5645
1064986,0.662530826,1622,25791
1018007,0.662529092,1289,20496
1097738,0.662525652,1137,18079
1036784,0.662490988,1387,22053
1036190,0.662488708,738,11734
1036020,0.662440071,1321,21002
1036441,0.66240951,2026,32209
1065334,0.662408759,411,6534
1036013,0.662402632,1241,19729
1064729,0.662375931,806,12813
1064515,0.662323944,1065,16929
1036161,0.66230857,1023,16261
7107058,0.662255106,2399,38130
1036218,0.662203764,4304,68403
1035634,0.662165573,1981,31482
1064960,0.662152778,840,13349
1036501,0.662090456,2340,37183
1018652,0.662088142,1993,31669
1038276,0.662055122,1536,24406
1091018,0.662011807,734,11662
1064666,0.661992263,517,8214
1035552,0.661966928,1915,30424
1017873,0.66194701,2057,32679
1065251,0.661930609,783,12439
8898131,0.661926995,589,9357
1018103,0.661877057,1418,22525
1064397,0.66180758,686,10896
1036144,0.661772184,1311,20822
8905604,0.66172208,1955,31048
8106690,0.661715057,1481,23520
1018613,0.66156181,1208,19180
1064974,0.66155145,839,13321
1017964,0.661546787,2002,31786
1036024,0.6615421,1057,16782
1014044,0.661516854,356,5652
8902620,0.661455438,1799,28559
8902256,0.661441144,606,9620
8902673,0.661434405,653,10366
1038101,0.661385523,1073,17032
8898151,0.661380238,867,13762
1085213,0.661379248,922,14635
1036785,0.661372482,2912,46222
1036109,0.661339755,571,9063
8901487,0.661320917,1933,30680
1091016,0.661268305,1343,21314
8896770,0.661263993,1072,17013
1090164,0.661262204,1195,18965
8893020,0.661253561,585,9284
1016984,0.661233234,1342,21297
1065233,0.661188579,502,7966
1036947,0.661149602,1299,20612
1017202,0.661131611,1084,17200
1065836,0.661053131,527,8361
1017243,0.660989298,1277,20258
8905607,0.660944003,881,13975
1038363,0.660931706,6023,95539
5104335,0.66086351,718,11388
1065923,0.660767511,671,10641
1016917,0.660729432,1965,31160
1036114,0.660726801,2378,37709
1065576,0.660717632,1779,28210
1018025,0.660714286,6076,96348
1018547,0.660665961,2833,44920
1014289,0.660643033,1086,17219
1017877,0.660639806,1998,31679
7107006,0.660621005,5424,85997
8904492,0.660614077,2079,32962
8898320,0.660593319,1427,22624
1038503,0.660573702,5970,94647
1064612,0.660569106,779,12350
1016662,0.660484669,1348,21368
1017662,0.660482456,950,15059
1091636,0.660460221,1148,18197
1065351,0.660431512,421,6673
1017525,0.660423453,3991,63258
1016620,0.660413616,1366,21651
1064770,0.660396717,731,11586
1018335,0.660253931,2586,40978
8902172,0.660227273,1540,24402
1089167,0.660220588,1700,26937
1065851,0.660218978,685,10854
1064716,0.660132819,389,6163
8102572,0.660120311,471,7462
7109300,0.66010274,292,4626
1064668,0.660101541,476,7541
8124810,0.66007533,1770,28040
1087999,0.660074988,689,10915
1064539,0.660063752,366,5798
1064482,0.660050072,466,7382
1090711,0.659976066,766,12133
1018001,0.659974308,2011,31853
1065110,0.659950813,2643,41862
8902961,0.659865112,1458,23090
8911452,0.659830729,512,8108
8897494,0.659821429,840,13302
1018199,0.659814324,377,5970
1065542,0.659798535,364,5764
8102694,0.659762715,2058,32587
8902206,0.659760589,362,5732
8902022,0.659728664,2156,34137
1017954,0.659727919,1219,19301
1065025,0.659722222,384,6080
1091632,0.659694962,2038,32267
8901629,0.659688281,3069,48590
1094837,0.659661172,910,14407
1065133,0.659632035,770,12190
8903011,0.659604834,2248,35587
1017000,0.659601798,519,8216
1018062,0.659509707,1013,16034
1017849,0.659495614,1900,30073
8901647,0.65942029,690,10920
8905022,0.659406439,2485,39327
1065249,0.659393939,550,8704
1091633,0.659356725,684,10824
1037286,0.659351592,1424,22534
1017486,0.659289277,401,6345
1065739,0.659287107,1197,18940
1036702,0.659285553,1479,23402
1036215,0.65928317,3369,53307
1017798,0.659277504,1218,19272
1017220,0.65926069,1294,20474
1062708,0.659243864,421,6661
1036210,0.659227623,2078,32877
1036908,0.659227382,1249,19761
1065980,0.659193604,959,15172
1036435,0.659158866,1282,20281
1064939,0.659155937,466,7372
1065357,0.659138655,476,7530
5104421,0.659133506,1156,18287
1016713,0.659118357,552,8732
7107053,0.659078591,1230,19456
1036063,0.658994334,706,11166
