LINK ID,CO2_Hour_0,CO2_Hour_1,CO2_Hour_2,CO2_Hour_3,CO2_Hour_4,CO2_Hour_5,CO2_Hour_6,CO2_Hour_7,CO2_Hour_8,CO2_Hour_9,CO2_Hour_10,CO2_Hour_11,CO2_Hour_12,CO2_Hour_13,CO2_Hour_14,CO2_Hour_15,CO2_Hour_16,CO2_Hour_17,CO2_Hour_18,CO2_Hour_19,CO2_Hour_20,CO2_Hour_21,CO2_Hour_22,CO2_Hour_23
1018041,1990.610561,1879.635756,1602.198744,1525.903566,1324.761732,2316.59905,3849.438542,7747.42856,9966.924656,7906.954842,6332.499799,5846.985028,5299.046929,6131.357965,6166.037592,7241.106013,7643.389681,9113.805844,8316.174435,8725.394027,5569.548016,4543.031072,4348.825163,3488.770426
1018042,3863.64657,1813.263733,3124.392894,3961.283848,4923.708445,11576.99153,16988.88636,22540.26302,21549.94206,20099.33107,18551.08281,16389.11451,15831.18721,16165.94359,15663.80902,16849.40454,17979.20732,17714.19186,17142.31637,13794.75256,12260.45247,12957.8616,11325.92424,8508.391364
1018043,4891.471411,5099.250728,2467.379384,2640.528815,4389.338063,10059.98191,15531.50391,20310.4282,16544.42808,16968.64419,16605.03038,16596.37291,16665.63268,16284.70394,16336.64877,17730.50168,15973.03496,18059.4856,15791.22806,13228.61649,12241.66473,10337.021,10172.52904,7142.414007
1018044,4504.782507,4946.427851,3864.396758,3687.738621,5388.073194,11593.19027,15523.83383,22965.55788,31445.14848,20558.59075,21309.38784,19410.31286,19299.90152,20006.53407,20624.83756,21198.9765,20867.74249,20757.33116,21817.27998,20249.43901,19366.14833,16539.61813,16716.27626,5343.90866
1018047,1307.578404,1064.883927,742.942275,837.0482965,1000.495597,1362.060837,2966.816151,4105.994306,5106.489903,4522.04198,3779.099705,3120.357555,3323.428443,3224.369473,3561.169971,3749.382014,3813.770345,4091.135461,3858.346881,2823.180645,2644.874499,2313.026949,2050.520679,2129.767855
1018048,4428.630783,3193.372197,2077.064438,1884.913102,2305.816028,5828.590515,5261.286571,7887.354825,9479.465892,8326.557878,8006.305652,7329.200945,6889.997892,7676.903362,7704.353553,7612.852917,8280.80756,8820.661312,8893.861821,9387.965256,8838.96144,8774.910994,7997.155588,5544.938543
1018049,3090.240843,3477.242967,2310.460443,2310.460443,3309.734585,6694.559135,12043.27506,13608.61201,13545.07435,13891.64342,10402.84815,10680.1034,10992.01556,11534.97376,10171.8021,12251.2165,11159.52394,9316.931738,9166.751809,9293.827133,8514.046734,7751.594787,8051.954645,5140.774486
1018050,2827.619348,2880.898852,3002.680573,3505.030175,4954.993797,5008.273301,4806.572324,7226.984041,7089.979604,5719.935236,5678.072769,5000.661943,5419.286611,6161.393977,6340.260881,6439.208529,6210.867801,6899.695664,6229.896195,6077.669043,5217.585635,5624.793266,4863.657506,3531.669926
1018051,1281.939067,1465.07322,902.2707024,884.4039558,1107.738288,1880.475078,2510.277895,4319.285986,5516.358007,5109.889522,4497.953452,3957.484368,3921.750875,3698.416542,4564.953752,3975.351114,4413.086406,4716.821098,4046.818101,3363.415044,2751.478974,2501.344521,2403.077415,1996.608931
1018052,32491.08646,34296.14682,24854.29264,18328.30519,27909.01017,50263.98846,77756.44624,95390.49744,128159.2855,121910.9996,103999.2468,106498.5612,108859.0247,97750.96099,113857.6534,104138.0976,112191.4439,110664.0851,102888.4405,79839.20819,73313.22074,68592.29365,60955.49982,62621.70938
1018053,4258.262601,3175.653465,3897.392889,3055.363561,4691.306255,6062.611161,8107.539528,22277.69022,19246.38464,18861.45694,16840.58656,16046.67319,13664.93309,18211.89146,18235.94944,18380.29733,16960.87646,12486.09203,13977.68684,8684.931067,7145.220297,7121.162316,6375.364911,5316.813756
1018054,3139.968968,2738.05294,1934.220884,1456.945601,3416.286237,5852.902157,16604.1559,25973.82331,31048.01316,24039.60242,19518.04711,18965.41257,17508.46697,13413.94743,14619.69552,12936.67215,13112.51041,8691.434104,9922.30194,6681.853964,9696.224174,7234.488503,7083.769992,4948.591094
1018055,2156.89399,1343.638879,123.7562125,716.0180868,2068.496695,2660.758569,3535.891787,2828.713429,3615.449352,3748.045294,3854.122047,6647.476559,3491.693139,2987.82856,4578.979864,2802.194241,6125.93252,2148.05426,5834.221448,3721.526105,5533.670646,636.4605216,2483.96398,2545.842086
1018056,214.5334871,275.8287691,302.0981757,299.9090585,284.585238,700.5175089,731.1651499,518.82078,584.4942965,595.4398825,1042.019794,1105.504194,1438.25001,1129.584483,1057.343615,864.7013,639.2222268,726.7869155,1013.561271,1414.169721,989.4809813,871.2686517,588.8725309,501.3078423
1018057,344.6605495,420.3663349,350.637322,332.7070044,543.8863006,627.5611161,848.7016999,2175.545202,2010.187829,1534.038284,1269.068035,1384.61897,1328.83576,1378.642198,1452.355726,1424.464121,1207.308052,1000.113271,1308.913185,820.8100947,912.4539402,914.4461977,798.8952621,474.1572877
1018058,1770.245364,1265.06743,806.5866167,967.9039401,993.3750964,1778.73575,2988.615675,3404.644561,3565.961884,5089.986071,5612.144775,5794.688062,5883.837109,6185.245792,6397.505428,6571.55833,7288.9959,7819.644989,7891.813266,6431.46697,4979.61106,4342.832152,3553.226306,2878.240664
1018059,1337.394369,752.2843324,761.0829796,615.9053014,1152.622778,3312.690657,5569.543654,8591.878955,9634.518643,8653.469485,7452.454147,6532.995519,5771.912539,6057.868572,6313.029339,5798.30848,5798.30848,5367.174769,5191.201826,3932.995282,2784.771827,3097.123801,3145.516361,1702.538226
1018060,2526.935417,1618.988925,2384.72693,1969.040585,2570.691874,5885.243525,10414.03687,17185.34866,17229.10511,16157.07191,12426.83391,10435.9151,7898.040567,9079.464918,9462.33392,9517.029492,11529.82653,11529.82653,10140.55901,7110.424333,5775.852381,5622.70478,4288.132829,4856.966775
1018061,6467.036848,3769.88404,2932.132031,2666.503345,4107.028141,10114.32303,9153.973169,10696.66284,13628.79487,12903.42423,12300.65145,13066.88804,12484.54823,14885.42289,15498.41216,16121.61793,17194.34916,16468.97851,13669.66083,13352.9497,10441.25065,10339.08577,9858.910835,7795.180277
1018062,826.2728097,551.7917736,393.328495,370.6908838,854.5698238,2142.083962,2156.232469,2023.236503,2142.083962,2130.765157,2133.594858,2116.61665,2144.913664,2589.176784,2832.531105,2832.531105,2866.487521,2674.067826,2422.224401,2150.573066,1929.856357,1881.751433,1878.921732,1327.129958
1018063,2450.18776,2618.837047,2303.812906,1489.205028,2424.731263,4267.145176,4127.134447,4136.680633,4012.580214,4108.042075,3907.572167,3745.287004,3942.57485,3738.92288,3745.287004,3777.107624,4047.582896,3694.374012,2373.818271,2949.771498,3872.569485,3898.025981,3360.257499,2736.573342
1018064,2079.804466,1799.830788,1213.219272,1199.887192,1613.181669,4692.892128,4079.616452,4172.941011,3906.299413,2519.763103,10998.96592,10319.02985,9465.776735,5412.824443,10625.66769,9092.478498,15278.56358,2279.785664,2879.72926,1999.811986,2066.472386,4652.895888,2359.778144,2079.804466
1018065,1486.498001,1520.782963,524.0701354,352.6453248,526.5190613,2076.689135,3372.170918,3097.891221,3102.789073,3200.746108,2985.240631,3102.789073,2914.221781,3347.68166,3340.334882,3323.192401,3308.498846,3259.520328,3288.907439,3315.845623,3139.522961,3095.442295,2906.875004,2010.568136
1018066,31817.94839,25662.69051,16145.71488,15151.40399,29450.54151,52745.82515,56533.67615,63304.45981,59800.69764,61552.57872,58096.16469,55113.23203,54545.05438,54497.70624,54734.44693,56486.32801,53550.74349,48626.53719,32149.38535,35558.45125,41145.53147,38730.77646,38304.64322,31865.29652
1018067,6388.92179,6075.180095,4278.295841,3878.988229,8413.981821,17312.83717,19765.72679,20649.90793,25070.81363,23986.97868,20821.03976,21990.44062,21733.74287,25270.46744,25726.81899,25755.34096,27038.82972,27010.30774,26069.08266,20450.25412,20193.55637,19594.59495,19594.59495,8413.981821
1018068,677.9163828,514.2813938,490.9049668,1028.562788,794.7985177,2057.125575,3062.311936,3050.623722,4184.380432,3985.680802,2197.384137,1881.802373,2396.083767,3027.247295,2267.513418,2045.437362,3775.292959,2431.148407,4009.057229,1893.490586,1472.7149,1729.855597,1367.520979,1449.338473
1018069,2389.605333,1811.202629,616.3999621,527.7396936,734.6136535,4082.59427,4589.224376,4471.010684,5197.180503,5197.180503,5488.492814,5268.953101,5209.846255,5129.629822,5078.966811,5150.73941,5361.835287,5387.166792,5661.591433,5712.254444,5636.259928,5551.821577,4888.980522,4120.591528
1018070,2993.794829,2239.746755,1500.630326,2904.204959,2486.118898,3583.594808,6278.756737,11116.60973,14580.75138,12281.27804,8921.657908,8040.690851,6629.650395,6861.090893,7204.518729,7010.407344,7294.108599,7637.536435,6293.688382,4613.878316,4285.382125,3874.761886,4143.531497,3456.675825
1018071,3145.272876,2119.155484,1167.394424,1182.265691,1568.918621,3680.638472,4654.706431,6669.763048,6840.782614,7234.871177,7443.068909,7078.722879,6550.792916,7718.18734,8647.6415,9041.730063,10082.71872,10052.97619,9584.531292,7963.563238,6350.030818,5420.576658,4572.914465,3279.114275
1018072,1089.078945,982.5912263,885.7842089,1026.154384,2768.680697,3436.649116,4143.340343,4971.040342,4975.880693,4801.628061,3596.380695,3247.875433,3160.749117,3175.27017,3073.622801,2909.050872,2410.494732,2139.435084,2032.947365,1669.92105,2976.815784,2875.168416,2821.924556,1171.36491
1018073,15880.20333,13611.60285,8940.954813,22374.62821,13122.29687,24331.85215,38076.90209,61207.73046,79000.67537,67479.74354,55869.84699,50976.78715,43948.57391,47729.5747,48975.08084,50487.48116,50442.9988,55247.09392,47863.02179,39856.19658,37543.11374,28201.81767,31182.13594,22774.96948
1018074,1401.543306,834.2519678,828.690288,939.9238837,1913.217846,4065.587923,4315.863514,5734.091859,6173.464562,5862.010494,4165.698159,3531.666664,3659.585299,3715.202097,3587.283462,3509.419945,3470.488186,1557.27034,1234.692912,1206.884513,2436.015746,2380.398948,2708.538056,1284.74803
1018076,931.0686147,262.2728492,577.0002683,1127.773252,2150.637364,5507.729833,4327.502012,3121.046906,6281.434739,3343.978827,3016.137766,3409.54704,2203.091933,2609.61485,4222.592872,2386.682928,2163.751006,2334.228358,2321.114715,2386.682928,2793.205844,2268.660146,1927.705442,2058.841866
1018077,653.6737067,665.277382,680.748949,580.1837634,765.8425677,2328.470837,2986.012436,3515.913606,4312.699308,4320.435091,4788.449994,4881.279396,4359.114009,4958.637231,4923.826205,4954.769339,4869.675721,4819.393128,4161.851529,3411.480529,3225.821724,3361.197936,2947.333518,1930.077986
1018078,30923.47757,19467.56457,15199.67541,14301.17243,20141.44181,42903.5173,43652.26979,56530.8125,62221.33138,56455.93726,63494.2106,63643.9611,54134.80456,62745.45812,66863.59678,70232.98295,75249.62459,71655.61267,49342.78866,48294.53519,54509.1808,43951.77078,36988.37268,33843.61225
1018079,30950.96711,25407.51031,19402.09878,51646.53914,17831.45269,41021.58028,69385.60089,110222.3993,132303.8355,118629.9754,103477.8602,101260.4775,85738.79843,85831.18938,88972.48156,93499.63795,88510.52683,100983.3046,86477.92601,75668.18525,62918.23463,52108.49388,48597.6379,45641.12761
1018080,6382.016175,3367.198718,2584.129249,2975.663983,4150.268187,13664.56224,11471.96772,16522.7658,18676.20684,17501.60264,19420.12284,16875.14706,18519.59295,17384.14222,19537.58326,18245.51863,19028.5881,19537.58326,26037.05985,19341.81589,15465.62202,13860.32961,8692.071109,6421.169648
1018081,2421.788846,1817.413222,1131.596912,955.8564825,1183.033135,2837.564984,4376.36533,5336.508165,5019.318121,5053.608937,5096.472456,5165.054087,5079.327048,5083.6134,4980.740954,5182.199495,5405.089796,4500.669536,4457.806017,4616.401039,4552.10576,4354.93357,4363.506274,3171.900435
1018084,2410.500055,1774.187929,1149.10484,913.2950519,1867.763241,4106.084721,8642.615881,12584.00805,12172.27668,11393.73007,10151.04992,8623.900818,8294.515718,8380.605005,8455.465255,7983.845679,7800.438067,7905.242417,6860.941927,6969.48929,5872.786625,5498.485374,5064.295923,3739.269495
1018087,28045.19907,25372.14103,18229.3794,14723.72951,25547.42353,54293.75258,95266.0356,149209.2232,144739.5196,133170.875,125852.8308,122171.8985,118008.9392,118228.0423,116343.7555,115160.5987,120024.6879,128438.2476,103109.9272,94126.69938,70419.74204,64284.85475,60034.25426,42944.21108
1018089,107621.713,83915.56566,54754.90659,44685.03872,56223.42899,96502.90051,221956.6712,338179.7296,299158.9916,343424.4525,331466.4844,311116.9597,288669.5459,307760.3371,298739.4138,291396.8018,289508.7015,290557.6461,267690.6545,219019.6264,195733.0569,199719.0463,190278.5451,135523.6385
1018090,3862.355645,2905.019631,2021.959686,1526.785885,2905.019631,5777.027674,9226.738486,12874.51882,12577.41454,11058.88155,11083.64024,10390.39692,10324.37374,10803.04175,10324.37374,9952.993393,10737.01858,10489.43168,10027.26946,8550.000958,7270.801973,8162.114814,5867.809538,5537.693671
1018093,44884.69545,40020.34422,26753.93177,22552.90116,38693.70297,111437.8646,160965.8044,210825.4045,200433.3814,187277.5224,172795.0221,170473.3999,157317.5409,172021.1481,162292.4456,158201.9684,167046.2434,162624.1059,147478.285,123819.8495,106131.2996,109226.7958,106241.853,76613.53188
1018094,73299.4137,96616.51919,60744.0492,49145.2839,53808.705,80713.0575,146837.9772,158197.5927,169437.6333,172666.1556,192754.7388,183906.1962,190363.2408,189406.6416,192874.3137,183069.1719,185341.095,171948.7062,152577.5724,156762.6939,185699.8197,177449.1516,160230.366,173024.8803
1018095,49972.50459,41275.63225,28575.43771,28299.34652,53561.69001,94561.23107,109194.0639,130729.1764,144809.8268,125207.3527,113473.4773,98288.46208,91938.36481,97322.14293,100359.146,104224.4226,103948.3314,100083.0548,84759.99398,75372.89367,70679.34351,71645.66266,77857.71434,52043.18849
1018096,50421.16432,38434.73766,28793.48143,31790.0881,34656.40752,64883.04866,99800.03067,159341.3022,198948.6251,180447.8361,168852.2712,164813.3666,144879.4179,176278.6443,174845.4845,168982.5585,180056.9744,185659.326,169764.2819,124033.4585,98757.7327,93937.10459,79475.22025,68009.94257
1018097,1581.194424,1147.641114,801.5271273,601.1453454,630.2917864,947.2593322,2000.174513,3275.331306,3716.171226,3606.872073,3541.29258,3949.342754,3694.311396,3942.056144,3909.266398,3730.744447,3905.623093,3468.426478,3931.126229,3548.579191,3380.987155,3206.108509,2881.854353,2360.86172
1018099,1564.460069,1046.086733,821.9252899,644.4641478,789.2350795,901.3158009,1508.419708,2633.896952,2773.997853,2876.738515,2773.997853,2844.048304,3525.872693,3105.569987,2741.307643,2820.698154,3502.522542,3306.38128,4441.198584,4109.62645,3605.263204,3100.899957,2493.79605,1751.261271
1018100,964.2184326,621.2158281,327.7580443,228.668403,720.3054694,899.4290518,952.7850125,1665.468202,1189.075696,1021.385533,1150.964295,1383.443838,1139.530875,1284.354197,1063.308074,1067.119214,1276.731917,1189.075696,1269.109637,884.1844916,384.925145,952.7850125,975.6518528,1825.536084
1018101,21523.87205,19148.48978,12894.93236,11876.91138,14882.49712,34952.05349,61275.16728,60354.10069,65832.02308,63117.30048,68789.13163,69273.90352,63020.3461,68692.17725,65977.45465,58657.39906,62099.2795,58415.01311,49204.34715,54730.74673,55554.85894,56233.5396,54876.17829,36309.41479
1018102,59782.13735,55649.40319,62347.2827,41113.57956,56860.72182,118352.9561,65553.71438,46101.36218,39902.26093,43536.21683,35555.76465,32919.36526,32491.84104,33560.6516,32349.33297,29499.17147,35983.28887,45032.55162,58285.80257,39332.22863,20806.17891,41897.37397,59853.39139,87927.48211
1018103,49745.83011,42746.9579,32087.13717,29502.9382,38116.93476,60190.30093,95830.71168,144822.8171,152683.0889,141269.5435,138900.6945,147191.6661,134701.3711,135562.7708,136424.1704,134378.3463,134162.9963,134701.3711,98522.5856,81940.64223,94861.63706,96476.76142,98307.23568,72249.89611
1018104,68418.51373,53490.83801,37206.10086,31438.58978,34944.33181,58919.08373,113201.5409,145544.8383,159341.6295,170650.4748,181506.9662,180715.347,181733.1431,182750.9392,182411.6738,177209.605,175965.632,180149.9048,174834.7475,158550.0103,145205.5729,146675.7228,127224.509,99970.19197
1018106,8862.354759,6524.647008,5582.585675,7327.143698,4710.306663,39915.48758,55058.25122,62350.50376,68037.76291,62769.19768,68002.87175,72399.15797,66711.89882,70445.25299,70759.27343,74981.10385,74667.0834,66223.42257,71526.87896,71108.18504,53034.56391,47591.54288,39427.01133,16957.10399
1018107,4200.355141,3206.188244,2087.750484,2249.302605,2398.42764,6984.022454,13657.36775,22704.28652,24729.90157,24891.45369,25748.92264,22455.74479,20889.93193,21324.87995,22816.13029,25003.29747,23773.01593,26258.43318,23288.35957,19945.47338,14241.4408,13185.13848,11159.52342,6350.241057
1018108,1539.892482,1421.439214,1243.759312,661.3640787,1747.1857,2369.065357,4135.993268,4066.895529,4807.228453,3425.273661,3820.117887,3820.117887,3425.273661,3296.949288,3435.144767,3780.633465,3790.504571,3672.051303,3859.60231,3425.273661,3899.086733,3711.535725,3366.047027,2043.31887
1018109,2108.917706,1378.485271,1005.031094,840.2718984,1109.378585,2356.0565,2564.751481,3745.525717,5486.481219,5623.780549,5546.892924,5739.111986,6063.138404,6864.96649,7150.549096,7419.655783,7935.901263,7589.906952,7046.201606,5645.748442,4717.604972,4750.556811,4173.899626,2729.510677
1018110,2378.794198,2317.799475,2058.571902,1913.709435,2455.037602,4772.837077,7052.51485,10933.3041,13060.49507,13182.48451,11832.97627,12702.15107,10757.94427,11062.91789,10872.30938,11337.39414,10391.97594,10788.44163,11169.65865,7784.451526,6762.789915,6290.080812,4666.096311,4292.503633
1018111,56482.33323,40676.57743,27427.63507,31379.07402,35562.95055,51368.70635,110640.2906,194085.3837,221048.1436,218258.8926,208031.6388,204545.0751,187344.6937,203615.3247,205009.9502,203615.3247,200593.6361,206869.4509,197107.0723,151549.3056,107386.1644,96461.5979,85769.46897,68801.52525
1018112,78191.20497,51025.07635,36615.21683,33780.49036,42520.89696,72521.75204,99924.10786,165831.4981,206935.0319,203627.851,209061.0767,211895.8032,217801.4833,231975.1156,245676.2935,268354.1053,307095.3669,295520.2339,246148.748,194651.2172,162996.7717,174099.4503,149531.821,96144.47257
1018113,2602.369275,367.8741906,1771.246103,2057.370474,953.7479017,1961.995683,2833.993765,6008.61178,6512.735671,5327.363279,4237.365677,5109.363759,3951.241307,5068.488849,5300.113339,5436.363039,4414.490288,5313.738309,5422.738069,2139.120294,2724.994005,1852.995923,2684.119095,1852.995923
1018114,1231.333831,1784.328067,1231.333831,1319.812909,2234.096712,3988.931753,4829.482991,7823.02512,8788.921718,6399.98662,6252.521491,6503.212211,6001.830771,5876.485411,5485.702817,5544.688869,5537.315613,5994.457514,5692.153999,3870.959649,3701.37475,3789.853828,3974.18524,3170.500284
1018115,351262.7721,283579.0252,205937.5414,172456.4555,230759.7258,446366.374,846263.3097,924482.0535,849438.2403,868199.1936,871662.7542,870363.919,874404.7397,856653.9915,849726.8703,842511.119,827646.6714,715513.8966,552437.9177,615214.9538,751736.968,782620.3834,741346.2861,548830.0421
1018116,1931.102713,2272.70572,1233.953719,1101.49541,1220.010739,2398.192539,4252.608863,5019.472756,5932.737939,5061.301696,5298.332354,5249.531924,4984.615307,4531.468461,5033.415736,4956.729347,4928.843387,4942.786367,4845.185508,4656.95528,2725.852566,2802.538956,3011.683654,2732.824056
1018117,11428.92315,8936.713034,6092.069167,3826.423609,7401.108822,13316.96111,21951.58807,23613.06148,25199.01337,24771.0581,26306.66231,25601.7948,23814.4522,25148.66569,26155.61927,27263.26821,27439.48509,27313.61589,26281.48847,22731.9771,21171.19905,22983.71549,19988.02859,14575.65309
1018118,162315.2257,160527.4059,119783.9318,117149.2499,203905.5618,284357.4563,329617.528,298565.9196,283134.2112,266102.8744,278993.9967,277488.4642,302329.7509,291508.7358,289438.6286,283604.6901,263091.8094,239661.9594,181510.7655,237027.2775,247754.1967,255187.7636,264597.3419,258198.8286
1018119,142726.7268,145535.489,118592.1783,99346.95636,147147.9265,217523.0217,331017.8169,317754.218,307247.3671,305062.7744,321759.3047,336375.2706,333878.5931,331798.0286,331329.9016,323475.7705,308651.7482,281552.3952,259186.3265,265584.0624,303086.2381,302149.984,290134.7239,208160.4813
1018120,288.4568302,1852.196488,394.7303992,3916.940115,197.3651996,941.2801826,14271.02212,3841.030423,5784.318542,5526.225588,5222.58682,5131.495189,7864.244106,5268.132635,5571.771403,9078.799181,5101.131312,4493.853775,4524.217652,8152.700936,3658.847161,4584.945406,6027.229556,3704.392977
1018121,2921.457972,3249.098118,2058.672253,2189.728311,2730.334553,5821.073267,12199.13478,11729.51724,11603.92185,11762.28125,10358.88929,10375.2713,10675.6081,10560.93405,9982.103126,10375.2713,9954.79978,8616.935849,8349.363063,8387.587747,8010.801578,7175.319205,7213.543889,4734.400115
1018122,1374.990602,1247.0845,1806.673698,1486.908442,1422.955391,4412.760537,4332.819223,4444.737063,7386.577421,7562.448312,7306.636107,6667.105594,7210.70653,6539.199492,7194.718267,7098.78869,6842.976485,6427.281652,6171.469447,6187.45771,4812.467107,5867.692453,6091.528133,3005.793409
1018123,6769.377914,7487.5924,7545.379773,8040.700108,10665.89788,17559.10588,22050.01025,24732.9954,25071.4643,23527.71592,17649.91461,17303.19038,18467.19316,20332.89976,17740.72334,17980.12817,17947.10681,16882.16809,16485.91182,17360.97775,13695.60727,15231.10031,14133.14023,11524.45313
1018124,12548.97259,12696.03086,9738.525603,9836.564452,16258.10902,26895.32407,32385.49957,33267.84921,33267.84921,31797.26648,31143.67416,30637.14011,32369.15977,31552.16936,31209.03339,31421.4509,31241.71301,30931.25666,30146.94587,20898.61451,19918.22602,20620.83777,19983.58526,13643.73973
1018125,9234.409218,8336.120384,7509.694656,9881.177179,9342.203878,26876.80193,48651.32327,44123.94755,47501.51357,48938.7757,46782.8825,47573.37667,44986.30483,51022.8058,46998.47182,45812.73056,51921.09463,49944.8592,47609.30823,32230.60338,28242.20096,23894.483,25511.4029,12935.35922
1018126,7135.924362,3730.14228,2838.151735,3730.14228,6649.384064,38274.5034,97064.78933,122689.245,114174.7898,118715.8326,110850.0978,91469.57591,89523.41472,90415.40527,88955.78437,92685.92665,90658.67542,89847.77492,88307.06398,45004.97751,38436.68349,42004.64568,39977.39444,19948.15219
1018127,3289.174478,3075.327221,2260.671004,2902.212775,3350.273695,8655.722312,20213.6574,21354.1761,19429.55079,19643.39805,19276.80275,19022.22268,17413.27665,19032.40588,18635.26098,18706.5434,19144.42111,18594.52817,16028.36108,12637.35457,7881.798905,7698.501256,6934.761052,4877.754103
1018129,13515.04056,12797.05403,9164.886883,11783.42599,13177.16455,45021.97888,94731.98746,97857.34059,100264.7072,111456.8502,91902.27584,90466.30278,92451.32436,89410.44024,87509.88766,86285.08711,88988.09522,89537.14374,85144.75556,64069.73918,39531.49365,36532.84403,33703.13241,22553.22394
1018130,1341.583492,643.960076,375.6433777,496.3858919,1113.514298,6171.284062,17534.49624,21451.92003,22122.71178,20727.46495,18379.69384,17266.17954,15642.86351,16407.5661,15978.25939,15361.13098,16568.55612,17105.18952,15173.30929,8934.946055,7848.263427,7284.79836,6037.125713,2441.681955
1018131,4045.685774,3992.800993,3417.678996,3497.006168,5585.955032,10312.53237,6088.360455,5281.867539,4885.231679,5625.618618,7384.037598,8031.87617,9677.91499,10272.86878,9796.905748,9942.338897,8725.988925,8256.636491,8402.069639,5321.531125,6280.067787,7509.638954,7179.10907,4508.427611
1018132,33949.99822,31388.61289,22679.90279,26219.2716,46803.49549,82430.03683,68272.56157,63336.07349,58166.7322,65524.89368,59982.98725,75211.58727,84851.71022,85829.69371,84339.43316,85270.846,80706.92306,72883.05516,66176.88267,61426.67716,59051.5744,63615.49735,60122.69918,40143.89364
1018133,2020.080084,1398.516981,1087.73543,861.7124833,1426.769849,6144.998856,9789.618868,11046.87151,9662.48096,8970.285687,7585.89514,8617.124833,9196.308633,11894.45756,11696.68748,12897.43438,11753.19321,9676.607394,7896.676691,8659.504135,7882.550257,8136.826072,7981.435296,3093.689079
1018134,1674.734212,1055.810699,919.2834533,919.2834533,1729.34511,3258.45026,4523.602735,4569.111817,4214.140979,4286.95551,4068.511917,3941.086488,3877.373773,4878.573574,5033.304452,5788.755211,6089.115151,5624.922516,3695.337446,3977.493753,3795.457426,3850.068324,3458.69022,1947.788703
1018135,6758.634472,4786.157458,3596.869847,4031.975071,6932.676561,12705.07253,36548.83877,55432.40547,60479.62606,54707.2301,47948.59563,45250.94324,32748.91982,38927.41399,37767.1334,38608.33683,43046.41011,42814.35399,33909.20042,19840.79819,14271.45133,15083.64775,12821.10059,8557.069395
1018136,3319.72572,2772.725459,1282.621301,1282.621301,1433.517925,3187.691174,5507.726763,8902.900795,9563.073523,8261.590145,8808.590405,8186.141833,7827.762352,10600.48781,10091.21171,12109.45405,13184.59249,14089.97223,8638.831704,8223.865989,7620.279494,8695.417938,8299.3143,3791.277669
1018137,5565.308083,3745.88044,6956.635104,3103.729508,4388.031373,12521.94319,20334.77953,33177.79819,38422.0308,31144.32023,26435.21339,31144.32023,29003.81712,27719.51526,25793.06246,25150.91153,27719.51526,35639.37676,31679.44601,24401.73544,23545.5342,24187.68513,13271.11927,11130.61617
1018138,15855.93625,12599.04124,5828.127921,4885.342522,8827.899644,13970.36546,26740.82222,37540.00043,42253.92742,36854.33832,33768.85883,34283.10542,30426.25606,45682.23797,47739.22429,52196.02799,55367.21525,56395.70841,41568.26532,31797.58027,29912.00947,34025.98212,28369.26973,15427.39744
1018139,7548.562899,4520.60829,2836.041993,2942.660113,2516.187633,5330.906002,7868.417259,13433.88313,13988.29735,16035.36525,15672.86365,16781.6921,16483.16136,18572.87651,21536.86025,24244.9605,30876.60757,27976.5947,24074.37151,21451.56575,19575.08684,17655.96068,14883.88956,8209.595244
1018140,8313.328509,6820.442051,4449.387089,3454.129451,5649.550712,10567.29434,17768.27607,25935.24316,24764.35183,24383.81214,23944.72789,24120.36159,23447.09907,32199.51183,34453.47766,38229.60223,45489.12853,44259.69262,35975.6364,34394.93309,24705.80726,24442.35671,21310.22237,9718.398116
1018141,5912.103869,4793.597732,3355.518412,1717.705854,2117.172331,4993.33097,8708.369213,20372.79036,24966.65485,27123.77383,28481.95986,29560.51935,27363.45372,33275.55759,35712.3031,39427.34134,49933.3097,45858.75163,40505.90083,34473.95702,28002.60008,28162.38667,24407.40178,7190.396598
1018142,4606.584308,2689.976238,3597.843219,2353.729209,2286.479803,3396.095001,4472.085496,7632.807577,7599.182874,7330.18525,7599.182874,8708.798072,8944.170993,12205.76718,12474.76481,16812.35149,19502.32773,23436.41798,18997.95718,18964.33248,12306.64129,9112.294508,8742.422775,5211.828962
1018143,1135.757344,864.0117221,515.6198987,299.6169681,543.4912445,1637.44157,975.4971056,1658.345079,3219.140448,2592.035166,1323.888929,1282.08191,1024.271961,1289.049747,1247.242728,1212.403545,1971.897721,1567.763205,1191.500036,1609.570224,1449.309985,905.8187409,1017.304124,961.5614326
1018144,1092.115319,395.3055447,214.4030073,113.9015976,589.6082701,1031.814473,2164.130355,1353.418984,2860.940129,1313.21842,1306.518326,1581.222179,1266.317762,1433.820111,1474.020675,2371.833268,2519.235336,2914.540881,2438.834208,2525.93543,1567.821991,1480.720769,951.413345,763.8107136
1018145,2103.714845,2915.474377,2160.881009,1737.851393,3029.806706,6939.972341,9077.986884,13662.71326,14531.63895,12267.85885,11936.2951,12359.32471,10552.87392,10552.87392,10244.17664,9889.746417,10255.60987,9260.91861,8975.087789,7145.770532,6219.678671,5899.548151,5876.681686,6253.97837
1018146,1284.958367,843.8532562,728.7823577,421.9266281,1467.153957,1754.831203,1304.136851,3509.662407,4468.586561,3193.217436,3480.894682,2378.131904,5935.740518,1889.080585,3221.98516,1457.564715,1821.955894,2004.151484,6213.828523,2330.185696,1256.190643,5264.49361,2013.740725,2454.845836
