5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,0~1시,1~2시,2~3시,3~4시,4~5시,5~6시,6~7시,7~8시,8~9시,9~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시
1036314,"10,400,240,021,040,000,000",연결로,강변북로,서울특별시 광진구,0.07,1,42,42,42,42,41,41,38,33,26,27,28,33,36,36,35,35,34,34,37,36,36,37,38,40
1036315,"1,040,006,901,104,000,000,000,000,000,000,000,000,000",특별광역시도,강변역로,서울특별시 광진구,0.29,4,31,33,31,32,32,32,30,29,25,26,26,27,27,27,26,26,26,25,26,27,28,28,29,30
1036316,1230091900,도시고속도로,올림픽대로,서울특별시 송파구,0.123,1,35,35,35,35,34,35,32,31,29,28,29,30,31,30,30,29,29,28,28,30,31,32,32,34
1036317,1230091800,연결로,올림픽대로,서울특별시 송파구,0.243,1,66,67,67,67,62,65,57,49,38,45,53,58,59,57,57,58,58,59,59,59,58,58,60,63
1036318,1240041400,연결로,올림픽대로,서울특별시 강동구,0.313,1,49,50,50,49,48,49,47,44,42,44,44,47,47,47,46,45,43,39,38,41,43,44,45,47
1036319,"12,400,417,001,230,000,000",연결로,올림픽대로,서울특별시 강동구,0.393,2,66,67,67,67,62,65,58,53,37,43,51,58,59,57,55,55,53,52,52,58,59,60,61,64
1036320,1230092900,연결로,올림픽대로,서울특별시 송파구,0.298,1,46,47,47,47,44,46,40,37,24,27,31,36,39,37,36,34,34,34,35,39,40,41,42,45
1036321,"12,300,926,001,230,000,000",연결로,올림픽대로,서울특별시 송파구,0.083,2,55,55,55,56,48,53,41,36,25,26,30,35,39,37,35,33,32,31,32,37,41,43,45,50
1036322,1230091600,연결로,올림픽대로,서울특별시 송파구,0.231,1,60,61,62,62,59,61,56,57,54,52,51,50,52,52,51,50,48,46,46,47,50,51,52,56
1036323,"12,300,054,041,240,000,000",도시고속도로,올림픽대로,서울특별시 송파구,1.247,4,85,85,85,85,81,83,79,78,77,75,68,68,74,75,72,69,59,46,38,42,62,70,74,79
1036330,"12,300,913,001,230,000,000",특별광역시도,강동대로,서울특별시 송파구,0.66,3,74,73,74,73,69,72,63,59,63,60,56,57,58,59,57,55,53,50,48,56,59,62,65,70
1036331,1230090400,연결로,올림픽대로,서울특별시 송파구,0.355,1,48,48,47,47,46,47,42,38,36,35,40,43,45,44,44,44,46,46,46,45,45,44,45,46
1036332,1230090700,특별광역시도,강동대로,서울특별시 송파구,0.304,3,75,75,75,76,73,74,70,68,70,68,65,65,66,66,64,63,60,57,58,60,64,67,69,73
1036333,1230035502,특별광역시도,강동대로,서울특별시 송파구,0.477,4,68,68,67,67,65,66,61,64,65,63,62,62,62,62,62,63,64,64,63,63,62,63,64,67
1036334,1230035501,특별광역시도,올림픽대로,서울특별시 송파구,0.257,1,50,50,51,49,51,48,49,47,43,41,39,42,44,43,43,45,47,48,46,48,49,49,51,52
1036339,1230005200,도시고속도로,올림픽대로,서울특별시 송파구,0.644,4,81,81,82,81,80,80,78,78,77,76,72,72,74,74,72,69,65,45,31,39,66,72,74,78
1036343,"124,022,440,012,402,000,000,000,000,000",특별광역시도,천호옛길,서울특별시 강동구,0.318,2,24,26,25,23,24,23,22,22,22,22,22,22,21,20,21,20,21,22,21,21,21,21,22,23
1036344,"124,003,600,012,402,000,000,000,000,000",특별광역시도,천호옛길,서울특별시 강동구,0.318,2,26,26,26,26,24,27,25,26,22,22,23,23,24,23,23,22,21,19,17,19,21,22,24,24
1036345,"12,400,093,001,240,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,천호옛길,서울특별시 강동구,0.64,2,28,29,31,29,25,29,25,26,25,26,26,25,25,26,25,24,24,24,24,24,25,25,27,28
1036346,"123,003,690,012,300,000,000,000,000,000",특별광역시도,올림픽로,서울특별시 송파구,0.276,6,50,33,29,33,27,27,33,33,32,30,26,27,28,26,25,24,20,19,17,23,29,32,33,43
1036350,1230004800,도시고속도로,올림픽대로,서울특별시 송파구,0.638,4,77,78,79,78,74,77,71,70,68,61,57,61,64,63,63,63,59,45,33,36,53,62,65,72
1036351,"12,300,279,021,230,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,오금로,서울특별시 송파구,0.194,6,27,30,30,31,29,29,29,28,27,26,25,23,24,25,24,24,24,23,21,25,26,26,27,27
1036352,"123,002,440,112,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,오금로,서울특별시 송파구,0.403,6,35,37,38,37,39,37,37,34,30,31,31,32,32,31,30,30,31,30,28,30,31,31,32,32
1036354,"12,300,307,011,230,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,올림픽로,서울특별시 송파구,0.308,4,36,36,39,38,34,37,30,27,22,25,26,27,29,29,28,26,24,23,24,29,31,31,32,33
1036356,"123,002,410,012,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,잠실로,서울특별시 송파구,0.175,8,35,38,38,38,35,37,31,31,30,30,30,29,29,29,28,28,28,27,26,28,28,29,31,33
1036357,"123,002,420,012,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,잠실로,서울특별시 송파구,0.175,8,29,32,34,33,31,33,27,23,20,20,20,19,20,19,18,17,17,16,17,18,19,20,21,26
1036359,"12,300,250,021,230,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,올림픽로,서울특별시 송파구,0.617,5,46,48,49,48,44,48,40,35,32,32,31,30,30,30,30,29,35,37,36,36,36,36,38,42
1036367,1230086900,연결로,올림픽대로,서울특별시 송파구,0.208,1,62,63,64,63,61,63,59,55,55,54,54,56,57,55,55,55,51,41,23,26,46,51,52,59
1036368,1230086300,연결로,올림픽대로,서울특별시 송파구,0.034,1,43,44,44,45,42,45,35,26,28,28,30,34,36,34,34,34,34,33,32,34,35,35,38,41
1036370,1230087100,연결로,올림픽대로,서울특별시 송파구,0.076,2,49,51,51,51,50,50,37,24,17,20,28,39,44,37,34,33,29,26,30,41,43,41,43,48
1036372,1230086000,도시고속도로,올림픽대로,서울특별시 송파구,0.125,1,35,36,36,36,35,35,29,16,14,16,18,23,27,24,22,21,19,16,17,23,29,29,31,34
1036373,1230086100,연결로,올림픽대로,서울특별시 송파구,0.25,2,47,47,48,48,45,47,35,22,24,25,28,34,36,34,32,32,32,30,26,29,36,36,39,43
1036374,"12,300,221,001,230,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,오금로,서울특별시 송파구,0.486,6,45,44,45,46,44,45,41,36,33,32,34,34,34,32,31,30,29,28,26,32,35,36,38,41
1036375,"1,230,018,800,123,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,오금로,서울특별시 송파구,0.562,6,37,41,36,38,37,37,35,28,22,23,25,27,28,26,24,25,25,25,24,27,29,30,31,33
1036381,1230068300,특별광역시도,오금로,서울특별시 송파구,0.255,4,58,60,60,60,56,56,53,43,37,40,44,43,44,43,40,39,36,34,30,38,42,45,47,54
1036382,1230068400,특별광역시도,오금로,서울특별시 송파구,0.255,4,54,56,56,54,53,52,51,40,35,37,42,45,46,44,41,42,41,40,39,44,46,47,50,53
1036383,"12,300,251,011,230,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,올림픽로,서울특별시 송파구,0.633,4,40,43,44,44,42,44,39,38,37,37,32,29,29,29,27,25,25,24,19,22,29,30,30,36
1036384,1230084700,연결로,올림픽대로,서울특별시 송파구,0.035,2,34,35,34,35,37,35,32,11,10,10,18,25,31,28,24,25,21,17,28,31,31,30,31,32
1036385,1230004000,도시고속도로,올림픽대로,서울특별시 송파구,0.747,4,86,88,89,89,84,87,80,78,77,75,73,72,72,71,71,70,67,58,42,39,60,68,68,75
1036386,1230004301,도시고속도로,올림픽대로,서울특별시 송파구,0.288,4,87,89,89,88,83,86,80,81,80,78,76,76,76,75,74,74,71,64,46,41,62,70,71,77
1036387,1230084500,연결로,올림픽대로,서울특별시 송파구,0.1,4,43,44,44,45,43,43,41,41,41,40,39,38,39,39,38,38,38,37,34,34,36,36,37,39
1036388,1230084600,연결로,올림픽대로,서울특별시 송파구,0.398,1,59,60,61,61,59,60,55,46,42,44,45,48,51,48,46,46,42,38,41,44,47,47,49,55
1036389,1230086700,도시고속도로,올림픽대로,서울특별시 송파구,1.299,4,82,84,85,84,80,83,77,78,78,75,71,71,73,72,72,72,67,53,32,33,57,68,69,75
1036390,"1,230,019,400,123,000,000,000,000,000,000,000,000,000",특별광역시도,삼전로,서울특별시 송파구,0.431,6,38,38,39,40,39,39,36,33,31,31,30,29,30,29,28,27,26,26,24,28,31,32,31,35
1036391,"1,230,019,301,123,000,000,000,000,000,000,000,000,000",특별광역시도,삼전로,서울특별시 송파구,0.431,6,31,34,33,33,30,32,20,14,12,13,17,19,19,17,15,13,12,14,17,20,20,21,24,30
1036392,1220088300,연결로,올림픽대로,서울특별시 강남구,0.142,1,50,52,53,53,50,52,34,19,19,15,14,17,23,20,24,23,28,31,26,30,27,24,24,43
1036393,1220087901,특별광역시도,봉은사로113길,서울특별시 강남구,0.035,2,32,32,32,32,31,32,27,17,13,14,17,20,22,18,18,19,21,21,20,25,28,27,29,30
1036394,"12,200,880,001,220,000,000",특별광역시도,봉은사로113길,서울특별시 강남구,0.194,2,45,44,45,46,44,45,44,42,40,41,41,41,40,40,39,38,36,32,28,26,35,38,38,42
1036395,"12,200,879,021,220,000,000",특별광역시도,봉은사로113길,서울특별시 강남구,0.194,2,43,44,44,44,42,42,40,32,25,28,33,36,37,33,33,35,37,39,37,40,40,40,41,42
1036397,"122,008,790,112,200,000,000,000,000,000",특별광역시도,봉은사로113길,서울특별시 강남구,0.102,2,20,23,23,24,21,23,18,18,18,17,17,16,16,15,16,15,15,14,12,15,17,17,18,19
1036398,1230085100,연결로,올림픽대로,서울특별시 송파구,0.2,1,47,48,49,49,47,48,47,47,46,46,46,45,45,45,44,43,43,40,31,27,38,41,42,45
1036399,1230086400,연결로,올림픽대로,서울특별시 송파구,0.428,1,45,43,44,44,45,44,40,32,34,35,34,38,41,41,41,40,40,41,41,41,41,40,41,43
1036400,"12,300,045,021,230,000,000",도시고속도로,올림픽대로,서울특별시 송파구,0.24,4,80,82,82,82,77,81,73,73,73,72,69,69,69,69,67,66,65,61,47,40,60,66,68,73
1036401,1230085500,연결로,올림픽대로,서울특별시 송파구,0.228,1,48,48,48,48,48,48,46,46,45,45,46,46,46,45,45,45,45,45,43,42,44,44,45,46
1036402,1230004302,도시고속도로,올림픽대로,서울특별시 송파구,0.464,4,78,79,81,80,77,80,73,73,72,70,67,66,67,66,64,62,61,55,41,38,55,61,62,69
1036403,"123,000,460,012,200,000,000,000,000,000",도시고속도로,올림픽대로,서울특별시 송파구,0.833,4,79,80,80,79,77,79,58,23,23,22,21,38,59,60,53,49,42,50,71,72,70,70,71,76
1036406,1220031502,특별광역시도,봉은사로,서울특별시 강남구,0.048,5,23,26,29,30,26,29,22,22,21,22,20,21,20,19,19,19,19,16,14,15,17,17,18,21
1036407,1220031402,특별광역시도,봉은사로,서울특별시 강남구,0.048,5,45,45,44,45,44,44,41,38,35,34,34,35,38,38,38,38,39,38,38,39,40,39,40,42
1036408,1220085800,특별광역시도,테헤란로115길,서울특별시 강남구,0.09,2,35,35,35,34,35,35,35,28,27,25,24,26,30,27,29,27,29,29,27,28,32,31,31,35
1036409,1220031700,특별광역시도,봉은사로,서울특별시 강남구,0.009,4,32,34,35,37,35,37,32,30,28,28,27,27,27,25,25,24,24,20,15,20,25,25,27,30
1036410,1220031600,특별광역시도,봉은사로,서울특별시 강남구,0.009,4,37,37,36,37,37,35,35,33,31,30,30,31,33,33,33,32,33,32,31,33,34,33,34,36
1036411,1230079400,특별광역시도,탄천동로,서울특별시 송파구,0.567,4,46,44,46,47,46,48,42,38,39,39,39,39,40,40,40,41,41,40,35,35,40,39,39,42
1036412,1230079500,특별광역시도,탄천동로,서울특별시 송파구,0.567,4,42,44,44,44,41,44,31,22,15,18,23,26,27,25,22,23,22,23,23,29,31,31,33,37
1036413,"12,300,765,001,220,000,000",특별광역시도,올림픽로,서울특별시 송파구,0.298,4,40,39,40,40,29,37,27,14,8,7,9,16,25,22,20,22,26,23,28,30,29,27,31,34
1036417,"12,200,797,001,220,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,테헤란로115길,서울특별시 강남구,0.587,2,36,35,38,38,36,37,33,20,15,18,21,23,25,25,22,19,17,14,14,24,28,31,28,34
1036424,"12,200,328,051,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.809,6,39,40,40,41,42,40,40,38,34,30,29,29,31,30,28,28,29,30,32,36,38,36,38,40
1036425,"12,200,318,041,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,삼성로,서울특별시 강남구,0.702,6,44,45,46,46,35,45,31,30,25,27,27,26,27,25,24,25,24,24,25,28,32,29,30,32
1036426,"12,200,319,011,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,삼성로,서울특별시 강남구,0.702,6,37,38,39,39,43,39,41,34,32,29,26,22,26,23,21,20,18,19,18,27,32,33,33,40
1036427,"12,200,333,011,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.605,6,36,37,36,38,35,38,35,33,30,30,29,28,27,25,23,19,15,14,13,21,23,27,28,35
1036428,"12,200,332,021,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.605,6,35,36,36,36,34,38,30,27,23,20,19,21,25,24,20,21,24,25,26,30,30,31,34,38
1036431,"122,002,920,212,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,삼성로,서울특별시 강남구,0.736,6,42,43,44,44,43,44,36,29,27,26,26,24,24,19,15,14,12,11,13,19,27,25,32,37
1036432,"122,002,930,112,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,삼성로,서울특별시 강남구,0.736,6,42,43,42,43,41,44,40,29,27,26,26,25,27,26,23,21,20,18,18,25,31,30,29,41
1036433,"12,200,300,031,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.89,6,36,37,39,40,44,39,40,31,26,23,23,23,26,23,18,17,20,21,25,29,32,31,32,35
1036434,"12,200,309,011,220,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.279,6,31,33,33,34,37,34,33,42,41,38,35,31,31,28,25,18,12,8,10,20,25,28,28,31
1036435,"12,200,308,011,220,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.279,6,27,29,30,31,29,30,26,26,21,20,19,17,21,18,17,18,18,19,20,23,22,22,24,22
1036438,"1,220,033,701,122,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,도산대로,서울특별시 강남구,0.541,5,38,39,40,40,42,41,41,36,33,30,30,27,28,28,28,27,26,19,17,26,31,33,35,37
1036441,"12,200,330,041,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,언주로,서울특별시 강남구,0.693,4,43,44,45,45,50,44,42,27,20,22,24,26,27,23,21,21,24,32,33,34,36,36,40,45
1036442,"12,200,323,011,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,논현로,서울특별시 강남구,0.667,6,41,43,44,45,44,44,40,39,37,32,29,25,26,23,21,18,16,14,12,23,32,33,34,38
1036443,"12,200,322,041,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,논현로,서울특별시 강남구,0.667,6,41,41,43,43,41,42,38,30,25,25,25,27,28,25,26,27,29,31,31,31,33,33,35,38
1036444,"1,220,029,602,122,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,논현로,서울특별시 강남구,0.788,6,32,32,34,35,39,35,36,25,19,20,20,19,20,18,16,16,16,17,18,19,24,27,29,32
1036445,"1,220,029,701,122,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,논현로,서울특별시 강남구,0.788,6,37,38,39,39,39,40,36,34,32,30,28,27,26,26,28,27,24,20,19,28,31,29,29,33
1036446,"12,200,304,051,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.894,6,34,36,37,38,38,38,36,31,26,21,18,16,17,14,15,12,10,9,11,18,26,26,28,33
1036447,"12,200,305,061,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.894,6,38,38,39,40,42,40,40,37,33,32,31,31,31,30,29,28,28,28,28,32,35,36,37,39
1036448,"12,200,313,011,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.432,6,32,33,34,35,39,34,36,28,23,21,18,15,16,14,14,12,11,9,10,14,21,27,29,33
1036449,"12,200,312,021,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,학동로,서울특별시 강남구,0.432,6,41,41,42,44,41,43,39,32,30,28,29,33,32,31,27,25,23,24,26,30,33,31,32,35
1036450,"122,002,720,312,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.881,6,34,35,36,37,40,38,38,34,34,31,27,24,24,21,16,12,10,9,10,18,25,28,29,30
1036451,"122,002,730,112,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.881,6,33,34,35,36,38,36,35,28,20,18,17,16,18,17,14,13,14,15,17,18,21,25,28,31
1036453,"1,220,029,805,122,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,언주로,서울특별시 강남구,0.824,4,40,41,42,42,43,41,39,36,34,34,34,34,35,33,32,32,31,30,33,35,37,39,40,43
1036454,"12,200,282,021,220,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.427,6,25,28,30,32,24,33,20,14,11,9,9,10,10,9,9,10,10,11,12,16,18,14,13,19
1036455,"12,200,283,011,220,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,봉은사로,서울특별시 강남구,0.427,6,33,35,37,38,41,38,36,31,27,27,25,23,23,23,22,21,18,15,16,22,26,28,31,35
1036456,"12,200,344,061,220,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,논현로,서울특별시 강남구,0.475,6,36,35,35,35,40,36,38,27,15,15,18,20,25,22,16,16,18,15,17,24,31,32,35,34
1036457,"12,200,345,021,220,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,논현로,서울특별시 강남구,0.475,6,42,39,40,43,44,43,45,48,45,41,39,37,37,38,33,33,33,33,32,38,41,42,44,39
1036458,1210178700,특별광역시도,잠원로,서울특별시 서초구,0.184,6,44,44,44,43,42,44,40,33,30,28,29,30,32,32,30,29,27,25,26,31,36,37,39,41
1036459,1220093102,특별광역시도,잠원로,서울특별시 서초구,0.184,6,26,28,28,30,19,26,22,32,30,27,25,24,25,22,22,23,26,29,26,25,23,21,22,23
1036463,1220341900,특별광역시도,압구정로,서울특별시 강남구,0.113,1,40,40,40,41,39,40,37,40,40,39,38,37,37,37,36,36,34,35,36,36,36,36,37,38
1036464,1210006302,특별광역시도,강남대로,서울특별시 강남구,0.089,1,51,54,55,56,54,55,53,48,45,45,44,45,44,39,34,24,17,19,27,34,39,38,39,47
1036465,0,특별광역시도,압구정로,서울특별시 강남구,0.065,1,33,33,32,32,31,33,31,25,24,24,25,25,25,24,22,18,14,12,16,20,25,27,28,30
1036466,1220093400,특별광역시도,압구정로,서울특별시 강남구,0.055,6,34,35,35,36,33,36,32,28,27,24,23,24,25,25,24,23,21,24,23,25,29,28,31,32
1036467,1220093500,특별광역시도,압구정로,서울특별시 강남구,0.055,6,51,53,54,54,47,49,49,54,54,53,52,52,52,49,48,49,50,50,49,49,50,46,46,50
1036468,1220341900,특별광역시도,압구정로,서울특별시 강남구,0.046,2,34,35,33,34,33,34,33,33,33,30,30,29,29,28,28,27,25,25,27,27,28,29,31,32
1036469,1220342100,특별광역시도,압구정로,서울특별시 강남구,0.046,2,28,28,28,27,27,28,26,23,22,22,23,23,23,22,20,17,13,12,15,18,22,24,24,26
1036470,1220342100,특별광역시도,강남대로,서울특별시 강남구,0.076,1,36,37,37,37,36,37,35,31,30,30,31,31,31,29,27,22,17,16,20,24,28,31,31,34
1036471,"121,000,510,112,100,000,000,000,000,000",고속도로,경부고속도로,서울특별시 서초구,0.81,4,89,89,89,88,80,86,59,26,26,31,31,26,29,37,27,18,16,16,20,36,52,70,73,82
1036472,1210065300,특별광역시도,강남대로,서울특별시 서초구,0.097,2,32,32,32,33,36,35,35,33,33,31,30,29,29,29,28,29,28,27,27,28,29,29,29,31
1036474,###############################################################################################################################################################################################################################################################,특별광역시도,도산대로,서울특별시 강남구,0.847,4,32,33,34,35,41,35,40,35,31,29,28,26,28,28,27,26,24,19,18,27,32,34,30,30
1036478,1210062200,연결로,경부고속도로,서울특별시 서초구,0.327,1,56,57,57,59,56,55,53,49,49,50,50,49,49,47,45,42,43,41,41,46,48,50,51,54
1036479,"121,000,470,312,100,000,000,000,000,000",고속도로,경부고속도로,서울특별시 서초구,0.513,4,95,96,95,93,83,90,48,19,18,20,21,18,18,22,17,14,14,15,17,23,35,63,66,86
1036480,1210024402,특별광역시도,사평대로,서울특별시 서초구,0.039,8,54,56,57,57,54,56,48,43,42,45,44,46,45,45,43,37,32,31,31,36,43,44,45,51
1036481,1210024501,특별광역시도,사평대로,서울특별시 서초구,0.039,8,57,59,60,60,60,59,53,46,31,27,31,43,50,46,45,49,49,46,44,49,52,51,52,55
1036482,1210024401,특별광역시도,사평대로,서울특별시 서초구,0.123,9,55,56,58,58,51,56,46,43,41,44,44,46,45,45,43,36,31,32,31,35,43,43,45,50
1036483,1210024501,특별광역시도,사평대로,서울특별시 서초구,0.123,9,57,58,60,60,59,58,53,46,31,27,31,43,50,46,45,49,50,47,45,50,52,51,52,55
1036484,1210061200,연결로,경부고속도로,서울특별시 서초구,0.301,1,49,48,47,48,50,49,46,32,31,36,38,39,41,41,39,35,26,23,29,37,41,45,46,46
1036485,"1,210,027,001,121,000,000,000,000,000,000,000,000,000",특별광역시도,신반포로,서울특별시 서초구,0.553,7,30,34,37,37,32,35,27,26,23,22,21,19,20,17,16,14,14,12,13,19,22,20,22,25
1036486,"1,210,026,902,121,000,000,000,000,000,000,000,000,000",특별광역시도,신반포로,서울특별시 서초구,0.553,7,46,46,48,48,42,46,37,38,35,35,35,36,37,36,36,35,34,31,32,33,35,38,41,41
1036487,1210004702,고속도로,경부고속도로,서울특별시 서초구,0.436,4,94,96,95,93,82,91,38,17,16,17,17,16,15,16,15,14,13,13,15,17,23,48,53,83
1036488,"12,100,249,031,210,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,사평대로,서울특별시 서초구,0.375,8,42,45,46,46,36,45,27,17,12,10,11,12,15,16,12,10,10,10,11,17,27,26,30,36
1036489,"12,100,248,051,210,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,사평대로,서울특별시 서초구,0.375,8,54,56,57,57,53,56,50,46,47,47,46,45,44,43,42,40,36,33,37,40,43,44,44,50
1036490,"1,210,026,203,121,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,잠원로,서울특별시 서초구,0.321,9,31,32,32,33,30,32,27,20,15,16,16,16,16,14,14,13,13,10,11,14,19,22,24,28
1036491,"1,210,026,302,121,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,잠원로,서울특별시 서초구,0.321,9,36,36,35,35,33,35,31,28,28,30,29,27,28,27,25,23,22,22,26,28,31,28,29,32
1036494,1210058000,연결로,경부고속도로,서울특별시 서초구,0.204,1,37,38,38,38,38,38,34,23,21,24,24,24,23,24,22,18,17,16,16,18,24,29,30,34
1036495,1210025904,특별광역시도,사평대로,서울특별시 서초구,0.033,9,45,45,46,46,42,45,39,40,39,39,39,38,38,37,35,30,25,31,29,32,37,36,37,41
1036496,1210024501,특별광역시도,사평대로,서울특별시 서초구,0.033,9,55,57,58,58,58,57,51,44,30,26,30,41,48,45,44,47,46,43,41,46,50,49,50,53
1036497,"121,000,470,112,100,000,000,000,000,000",고속도로,경부고속도로,서울특별시 서초구,0.282,4,81,83,83,83,73,82,33,20,19,20,19,18,17,18,18,17,16,15,17,18,21,38,43,71
1036498,"12,100,243,041,210,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,신반포로,서울특별시 서초구,0.545,8,47,48,48,49,44,47,41,34,34,35,31,31,34,27,26,26,26,25,27,29,33,36,39,45
1036499,"12,100,242,021,210,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,신반포로,서울특별시 서초구,0.545,8,33,36,36,36,33,35,28,20,22,24,32,32,30,25,23,21,19,23,24,24,28,27,26,31
1036500,1210059800,특별광역시도,반포대로,서울특별시 서초구,0.518,4,53,56,57,58,55,56,48,29,23,27,28,25,28,26,24,25,23,27,30,35,35,34,35,47
1036501,1210059700,특별광역시도,반포대로,서울특별시 서초구,0.518,4,63,65,66,64,51,63,33,19,16,18,20,23,27,21,19,19,16,14,15,23,34,32,42,52
1036504,"122,000,490,212,200,000,000,000,000,000",일반국도,영동대로,서울특별시 강남구,0.318,6,55,57,58,58,57,57,55,53,52,51,50,49,49,48,45,41,35,27,29,33,45,47,47,52
1036505,"122,000,480,212,200,000,000,000,000,000",일반국도,영동대로,서울특별시 강남구,0.318,6,53,55,55,54,50,54,39,29,27,25,24,25,33,29,23,26,30,26,29,37,42,40,44,49
1036506,1210005701,연결로,경부고속도로,서울특별시 서초구,0.215,2,47,48,48,48,45,47,44,43,43,43,43,43,43,43,41,39,34,30,32,39,42,42,43,44
1036507,1210065000,특별광역시도,강남대로,서울특별시 서초구,0.244,1,46,46,46,46,43,46,41,36,32,31,33,36,38,38,36,37,37,33,35,39,40,42,42,43
1036508,1230090200,도시고속도로,올림픽대로,서울특별시 송파구,0.09,4,88,88,88,87,85,86,68,40,25,28,52,73,76,74,74,74,77,80,82,81,80,79,83,86
1036510,"101,001,980,110,000,000,000,000,000,000",특별광역시도,청계천로,서울특별시 중구,0.724,2,34,34,35,35,34,35,33,34,31,29,27,25,21,23,21,20,18,19,20,22,26,28,31,33
1036511,1220035700,특별광역시도,논현로,서울특별시 강남구,0.701,2,69,70,70,71,68,69,68,68,66,65,64,64,64,64,62,62,62,59,43,48,61,63,64,67
